1633	0	0.000000
1633	8	0.000000
1633	56	0.000000
4149	0	0.000000
4149	8	0.000000
4149	56	0.000000
3429	0	0.000000
3429	8	0.000000
3429	56	0.000000
2695	0	0.000000
2695	8	0.000000
2695	56	0.000000
2492	0	1.000000
2492	8	0.000000
2492	56	0.000000
612	0	0.000000
612	8	0.000000
612	56	0.000000
3678	0	0.000000
3678	8	0.000000
3678	56	0.000000
6490	0	0.000000
6490	8	0.000000
6490	56	0.000000
7873	0	0.000000
7873	8	0.000000
7873	56	0.000000
1668	0	4605.750000
1668	8	0.000000
1668	56	0.000000
857	0	0.000000
857	8	0.000000
857	56	0.000000
8067	0	0.000000
8067	8	0.000000
8067	56	0.000000
2101	0	0.000000
2101	8	0.000000
2101	56	0.000000
1197	0	1387.750000
1197	8	0.000000
1197	56	9238.450000
379	0	9185.200000
379	8	0.000000
379	56	0.000000
6590	0	1.000000
6590	8	0.000000
6590	56	0.000000
893	0	1.200000
893	8	0.000000
893	56	0.000000
8723	0	0.000000
8723	8	0.000000
8723	56	0.000000
4573	0	8340.850000
4573	8	0.000000
4573	56	1183.250000
6955	0	0.000000
6955	8	0.000000
6955	56	0.000000
5251	0	0.000000
5251	8	0.000000
5251	56	0.000000
8319	0	9214.100000
8319	8	0.000000
8319	56	5074.750000
4	0	9194.100000
4	8	0.000000
4	56	7828.050000
3722	0	0.000000
3722	8	0.000000
3722	56	0.000000
958	0	0.000000
958	8	0.000000
958	56	0.000000
4630	0	0.000000
4630	8	0.000000
4630	56	0.000000
7878	0	0.000000
7878	8	0.000000
7878	56	0.000000
6719	0	0.000000
6719	8	0.000000
6719	56	0.000000
9664	0	0.000000
9664	8	0.000000
9664	56	0.000000
8752	0	0.000000
8752	8	0.000000
8752	56	0.000000
3049	0	0.000000
3049	8	0.000000
3049	56	0.000000
8410	0	0.000000
8410	8	0.000000
8410	56	0.000000
8517	0	6.050000
8517	8	0.000000
8517	56	0.000000
2176	0	0.000000
2176	8	0.000000
2176	56	0.000000
