5116	0	1.050000
5116	8	0.000000
5116	56	0.000000
6560	0	7381.000000
6560	8	0.000000
6560	56	0.000000
3497	0	0.000000
3497	8	0.000000
3497	56	0.000000
6522	0	0.000000
6522	8	0.000000
6522	56	0.000000
3853	0	0.000000
3853	8	0.000000
3853	56	0.000000
9288	0	1.000000
9288	8	0.000000
9288	56	0.000000
963	0	0.000000
963	8	0.000000
963	56	4.250000
9307	0	0.000000
9307	8	0.000000
9307	56	0.000000
8040	0	475.500000
8040	8	2758.300000
8040	56	891.150000
6633	0	0.000000
6633	8	0.000000
6633	56	0.000000
4258	0	1396.200000
4258	8	3705.550000
4258	56	1855.450000
5066	0	0.000000
5066	8	0.000000
5066	56	0.000000
9600	0	0.000000
9600	8	0.000000
9600	56	0.000000
8540	0	0.000000
8540	8	0.000000
8540	56	0.000000
6059	0	9097.350000
6059	8	9181.450000
6059	56	0.000000
8254	0	0.000000
8254	8	0.000000
8254	56	0.000000
674	0	0.000000
674	8	9199.150000
674	56	9254.550000
9921	0	0.000000
9921	8	0.000000
9921	56	0.000000
1329	0	0.000000
1329	8	0.000000
1329	56	0.000000
7005	0	0.000000
7005	8	0.000000
7005	56	0.000000
6241	0	0.000000
6241	8	0.000000
6241	56	0.000000
9319	0	0.000000
9319	8	0.000000
9319	56	0.000000
1315	0	1405.600000
1315	8	2704.500000
1315	56	0.000000
9251	0	1.700000
9251	8	28.050000
9251	56	11.200000
9627	0	0.000000
9627	8	0.000000
9627	56	0.000000
2022	0	0.000000
2022	8	0.000000
2022	56	0.000000
8113	0	0.000000
8113	8	0.000000
8113	56	0.000000
4517	0	0.000000
4517	8	460.300000
4517	56	0.000000
3652	0	0.000000
3652	8	0.000000
3652	56	0.000000
5597	0	1.300000
5597	8	0.000000
5597	56	0.000000
9380	0	0.000000
9380	8	0.000000
9380	56	0.000000
8817	0	0.000000
8817	8	0.000000
8817	56	0.000000
9573	0	9099.100000
9573	8	0.000000
9573	56	0.000000
720	0	0.000000
720	8	0.000000
720	56	0.000000
9671	0	5.800000
9671	8	0.000000
9671	56	0.000000
3018	0	0.000000
3018	8	0.000000
3018	56	0.000000
6693	0	1.400000
6693	8	0.000000
6693	56	5014.150000
8462	0	0.000000
8462	8	0.000000
8462	56	0.000000
4116	0	0.000000
4116	8	0.000000
4116	56	0.000000
3302	0	0.000000
3302	8	0.000000
3302	56	0.000000
7039	0	2.050000
7039	8	0.000000
7039	56	8.300000
10135	0	0.000000
10135	8	0.000000
10135	56	0.000000
7216	0	0.000000
7216	8	2.150000
7216	56	0.000000
5735	0	0.000000
5735	8	0.000000
5735	56	0.000000
1267	0	9188.150000
1267	8	4146.250000
1267	56	9204.100000
160	0	1.500000
160	8	0.000000
160	56	0.000000
356	0	9074.050000
356	8	0.000000
356	56	9224.000000
9457	0	14.950000
9457	8	2.050000
9457	56	0.000000
3494	0	0.000000
3494	8	0.000000
3494	56	0.000000
3689	0	0.000000
3689	8	0.000000
3689	56	0.000000
tot:
0	2765.387500
8	2659.537500
56	2990.475000
