1	0	0	0
2	0	0	0
3	0	0	0
4	0	0	0
5	0	0	0
6	0	0	0
8	0	0	0
9	0	0	0
10	0	0	0
11	0	0	0
12	0	0	1
13	0	0	0
14	0	0	0
16	0	0	0
17	0	0	0
18	0	0	0
19	0	0	0
20	0	0	0
21	0	0	1
22	0	0	0
24	0	0	0
25	0	0	0
26	0	0	0
27	0	0	0
28	0	0	0
29	0	0	0
30	0	0	0
32	0	0	0
33	1	0	1
34	1	0	0
35	1	0	0
36	1	0	0
37	1	0	0
38	1	0	0
40	1	0	0
41	1	0	0
42	1	0	0
43	1	0	0
44	1	0	0
45	1	0	0
46	1	0	0
48	1	0	0
49	1	0	0
50	1	0	0
51	1	0	0
52	1	0	0
53	1	0	0
54	1	0	0
56	1	0	0
57	1	0	0
58	1	0	0
59	1	0	0
60	1	0	0
61	1	0	0
62	1	0	0
64	1	0	0
65	1	0	0
66	1	0	0
67	1	0	0
68	1	0	0
69	1	0	0
70	1	0	0
72	1	0	0
73	1	0	0
74	1	0	0
75	1	0	0
76	1	0	0
77	1	0	0
78	1	0	0
80	1	0	0
81	1	0	0
82	1	0	0
83	2	0	0
84	2	0	0
85	2	0	0
86	2	0	0
88	2	0	0
89	3	0	0
90	4	0	0
91	5	0	0
92	5	0	0
93	5	0	0
94	5	0	0
96	5	0	0
97	5	0	0
98	5	0	0
99	4	1	0
100	3	2	0
101	3	2	0
102	3	2	0
104	3	2	0
105	3	2	0
106	2	3	0
107	2	3	0
108	2	3	0
109	2	3	0
110	2	3	0
112	2	3	0
113	1	4	0
114	1	4	0
115	1	4	0
116	1	4	0
117	1	4	0
118	1	4	0
120	1	4	0
121	2	4	0
122	2	4	0
123	2	4	0
124	2	4	0
125	2	4	0
126	2	4	0
128	2	4	0
129	1	5	0
130	1	5	0
131	1	5	0
132	1	5	0
133	1	5	0
134	1	5	0
136	1	5	0
137	1	5	0
138	1	5	0
139	1	5	0
140	1	5	0
141	0	6	0
Final 6
1	0	0	0
2	0	0	0
3	0	0	0
4	0	0	0
5	0	0	0
6	0	0	0
8	0	0	0
9	0	0	0
10	0	0	0
11	0	0	0
