1	0	0	0
2	0	0	0
3	0	0	0
4	0	0	0
5	0	0	0
6	0	0	0
8	0	0	0
9	0	0	0
10	0	0	0
11	0	0	0
12	0	0	1
13	0	0	0
14	0	0	0
16	0	0	0
17	0	0	0
18	0	0	0
19	0	0	0
20	0	0	0
21	0	0	0
22	0	0	0
24	0	0	0
25	0	0	1
26	0	0	0
27	0	0	0
28	0	0	0
29	0	0	0
30	0	0	0
32	0	0	0
33	0	0	0
34	20	0	1
35	23	1	0
36	24	2	0
37	24	3	0
38	22	5	0
40	21	6	0
41	24	9	0
42	31	9	0
43	29	13	0
44	28	14	0
45	27	15	0
46	27	15	0
48	26	16	0
49	32	17	0
50	53	19	0
51	82	21	0
52	80	23	0
53	80	26	0
54	73	33	0
56	70	36	0
57	68	39	0
58	64	43	0
59	60	47	0
60	58	49	0
61	58	49	0
62	57	50	0
64	54	53	0
65	68	59	0
66	98	61	0
67	134	64	0
68	134	70	0
69	135	80	0
70	128	87	0
72	119	96	0
73	119	104	0
74	134	110	0
75	131	115	0
76	130	123	0
77	132	132	0
78	126	139	0
80	118	147	0
81	145	151	0
82	188	155	0
83	218	165	0
84	242	177	0
85	276	182	0
86	270	190	0
88	262	200	0
89	370	211	0
90	570	229	0
91	762	245	0
92	905	279	0
93	1074	330	0
94	1032	386	0
96	996	424	0
97	1269	464	0
98	1726	506	0
99	2131	584	0
100	2377	682	0
101	2554	784	0
102	2454	892	0
104	2335	1011	0
105	2266	1119	0
106	2243	1198	0
107	2190	1316	0
108	2152	1422	0
109	2101	1525	0
110	2013	1627	0
112	1922	1718	0
113	1870	1804	0
114	1835	1894	0
115	1868	1973	0
116	1947	2055	0
117	1951	2143	0
118	1856	2255	0
120	1786	2328	0
121	2017	2398	0
122	2494	2497	0
123	2884	2600	0
124	3111	2717	0
125	3221	2832	0
126	3108	2953	0
128	2975	3091	0
129	3134	3220	0
130	3328	3354	0
131	3372	3495	0
132	3379	3662	0
133	3358	3803	0
134	3200	3970	0
136	3079	4092	0
137	3083	4219	0
138	3128	4356	0
139	3167	4479	0
140	3166	4611	0
141	3136	4746	0
