1	0	0	0
2	0	0	0
3	0	0	0
4	0	0	0
5	0	0	0
6	0	0	0
8	0	0	0
9	0	0	0
10	0	0	0
11	0	0	0
12	0	0	0
13	0	0	0
14	0	0	0
16	0	0	0
17	0	0	1
18	0	0	0
19	0	0	0
20	0	0	0
21	0	0	0
22	0	0	0
24	0	0	0
25	0	0	0
26	0	0	1
27	0	0	0
28	0	0	0
29	0	0	0
30	0	0	0
32	0	0	0
33	0	0	0
34	0	0	0
35	0	0	0
36	0	0	0
37	0	0	0
38	0	0	0
40	0	0	0
41	2	1	1
42	2	1	0
43	1	2	0
44	1	2	0
45	1	2	0
46	1	2	0
48	1	2	0
49	1	2	0
50	1	2	0
51	1	2	0
52	1	2	0
53	0	3	0
Final 3
1	0	0	0
2	0	0	0
3	0	0	0
4	0	0	0
5	0	0	0
6	0	0	0
8	0	0	0
9	0	0	0
10	0	0	0
11	0	0	0
12	0	0	0
13	0	0	0
14	0	0	0
16	0	0	0
17	0	0	1
18	0	0	0
19	0	0	0
20	0	0	0
21	0	0	0
22	0	0	0
24	0	0	0
25	0	0	0
26	0	0	1
27	0	0	0
28	0	0	0
29	0	0	0
30	0	0	0
32	0	0	0
33	0	0	0
34	0	0	0
35	0	0	0
36	0	0	0
37	0	0	0
38	0	0	0
40	0	0	0
41	3	0	1
42	2	1	0
43	2	1	0
44	2	1	0
45	2	1	0
46	2	1	0
48	2	1	0
49	2	1	0
50	2	1	0
51	2	1	0
52	2	1	0
53	2	1	0
54	2	1	0
56	2	1	0
57	2	1	0
58	2	1	0
59	2	1	0
60	2	1	0
61	1	2	0
62	1	2	0
64	1	2	0
65	1	2	0
66	1	2	0
67	1	2	0
68	1	2	0
69	0	3	0
Final 3
1	0	0	0
2	0	0	0
3	0	0	0
4	0	0	0
5	0	0	0
6	0	0	0
8	0	0	0
9	0	0	0
10	0	0	0
11	0	0	0
12	0	0	0
13	0	0	0
14	0	0	0
16	0	0	0
17	0	0	1
18	0	0	0
19	0	0	0
20	0	0	0
21	0	0	0
22	0	0	0
24	0	0	0
25	0	0	0
26	0	0	1
27	0	0	0
28	0	0	0
